date,nav,cash,weights
2020-01-20,101275.52113472133,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-01-21,100398.5565109998,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-01-22,99848.76136680982,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-01-23,100026.34362422,0.0,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-01-24,100318.16934343772,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-01-27,97032.82071466923,2.9103830456733704e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-01-28,97781.57135785146,0.0,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-01-29,97951.22699257072,2.9103830456733704e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-01-30,97162.02112333084,0.0,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-01-31,96491.85536254295,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-03,96879.10668688524,0.0,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-04,98447.19849070777,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-05,99313.76426331875,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-06,98735.48436202541,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-07,98806.03139859186,0.0,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-10,97975.48549714508,2.9103830456733704e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-11,98638.21429020305,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-12,99659.38096008243,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-13,99099.5612991628,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-14,98963.16555529006,2.9103830456733704e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-17,99064.68046802643,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-18,98625.39936021004,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-19,98548.2601812238,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-20,97800.23837300543,0.0,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-21,97328.6369663147,0.0,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-24,93199.79356059224,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-25,90622.40365887641,0.0,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-26,90066.70617649188,-2.9103830456733704e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-27,86252.3300126788,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-02-28,82272.36691193502,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-03-02,84268.89056299682,1.4551915228366852e-11,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-03-03,88278.60469225924,0.0,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
2020-03-04,86716.25545469865,0.0,"{'PKO': 0.1650506375355959, 'PKN': 0.1456109734466534, 'PZU': 0.11527576660519447, 'CDR': 0.09580309238874486, 'PEO': 0.08930119760742596, 'KGH': 0.06596083678472556, 'LPP': 0.06093669537814201, 'SPL': 0.052351861551123875, 'CPS': 0.04210661831049766, 'PGE': 0.03631224059541467, 'DNP': 0.03435143902149179, 'MBK': 0.027047398141749886, 'OPL': 0.022953041993283536, 'CCC': 0.016840666716548637, 'ALR': 0.014465037873619625, 'TPE': 0.009761094703855142, 'JSW': 0.005871401345932932}"
