name,ticker,market,sector
OZE Capital S.A.,OZE,NEWCONNECT,Producer manufacturing
Present24 Spolka Akcyjna,P24,NEWCONNECT,Retail trade
Planet B2B SA,P2B,NEWCONNECT,Technology services
Play2Chill Spolka Akcyjna,P2C,NEWCONNECT,Technology services
Proacta S.A.,PAC,NEWCONNECT,Technology services
Passus SA,PAS,GPW,Technology services
Patentus SA,PAT,GPW,Producer manufacturing
PBS Finanse S.A.,PBF,GPW,Consumer non-durables
PBG S.A.,PBG,GPW,Industrial services
PrimeBit Games SA,PBT,NEWCONNECT,Technology services
Poznanska Korporacja Budowlana Pekabex SA,PBX,GPW,Industrial services
Grupa Azoty Zaklady Chemiczne Police S.A.,PCE,GPW,Process industries
PCF Group SA,PCF,GPW,Technology services
Pepco Group BV,PCO,GPW,Retail trade
PCC Rokita Spolka Akcyjna,PCR,GPW,Process industries
PCC Exol SA,PCX,GPW,Consumer non-durables
Pyramid Games Spolka Akcyjna,PDG,NEWCONNECT,Technology services
Photon Energy NV,PEN,GPW,Utilities
Bank Polska Kasa Opieki S.A.,PEO,GPW,Finance
Polenergia S.A.,PEP,GPW,Utilities
Prefa Group Spolka Akcyjna,PFG,NEWCONNECT,Distribution services
PGE Polska Grupa Energetyczna S.A.,PGE,GPW,Utilities
Proguns Group S.A,PGG,NEWCONNECT,Technology services
PMPG Polskie Media S.A.,PGM,GPW,Commercial services
PGF Polska Grupa Fotowoltaiczna SA,PGV,GPW,Finance
Polski Holding Nieruchomosci SA,PHN,GPW,Finance
Pharmena S.A.,PHR,GPW,Consumer non-durables
Polaris IT Group S.A.,PIT,NEWCONNECT,Commercial services
Second Chamber Spolka Akcyjna,PIX,NEWCONNECT,Commercial services
PJP Makrum SA,PJP,GPW,Industrial services
ORLEN Spolka Akcyjna,PKN,GPW,Energy minerals
PKO Bank Polski SA,PKO,GPW,Finance
PKP CARGO Spolka Akcyjna,PKP,GPW,Transportation
PL Group Spolka Akcyjna,PLG,NEWCONNECT,Retail trade
Platige Image SA,PLI,NEWCONNECT,Consumer services
Polman SA,PLM,NEWCONNECT,Commercial services
Plot Twist S.A,PLT,NEWCONNECT,Technology services
PlayWay Spolka Akcyjna,PLW,GPW,Technology services
Prima Moda S.A.,PMA,GPW,Retail trade
Pamapol S.A.,PMP,GPW,Consumer non-durables
Pointpack SA,PNT,NEWCONNECT,Technology services
Punch Punk SA,PPG,NEWCONNECT,Technology services
PEPEES Spolka Akcyjna,PPS,GPW,Consumer non-durables
Prime Alternatywna Spolka Inwestycyjna Spolka Akcyjna,PRA,NEWCONNECT,Finance
President Studio S.A.,PRE,NEWCONNECT,Technology services
Polish Development Holding S.A.,PRH,NEWCONNECT,Technology services
NPL Nova S.A.,PRI,GPW,Commercial services
Prochem S.A.,PRM,GPW,Industrial services
Partner-Nieruchomosci SA,PRN,NEWCONNECT,Finance
APN Promise SA,PRO,NEWCONNECT,Technology services
Prymus SA,PRS,NEWCONNECT,Distribution services
Protektor S.A.,PRT,GPW,Consumer non-durables
Polyslash SA,PSH,NEWCONNECT,Technology services
Parcel Technik SA,PTE,NEWCONNECT,Transportation
PolTREG Spolka Akcyjna,PTG,GPW,Health services
Poltronic S.A.,PTN,NEWCONNECT,Electronic technology
Polskie Towarzystwo Wspierania Przedsiebiorczosci SA Class C,PTW,GPW,Consumer services
Pure Biologics SA,PUR,GPW,Health technology
Polwax SA,PWX,GPW,Energy minerals
Polimex - Mostostal SA,PXM,GPW,Industrial services
Powszechny Zaklad Ubezpieczen Spolka Akcyjna,PZU,GPW,Finance
QNA Technology SA,QNA,GPW,Health technology
Quantum software S.A.,QNT,GPW,Technology services
QuarticOn SA,QON,NEWCONNECT,Technology services
Quercus Towarzystwo Funduszy Inwestycyjnych S.A.,QRS,GPW,Miscellaneous
Quart Development SA,QRT,NEWCONNECT,Finance
QubicGames SA,QUB,NEWCONNECT,Technology services
Raen S.A.,RAE,GPW,Technology services
Fabryka Obrabiarek RAFAMET SA,RAF,GPW,Producer manufacturing
Robinson Europe SA,RBS,NEWCONNECT,Producer manufacturing
Rainbow Tours S.A.,RBW,GPW,Consumer services
Rocca S.A.,RCA,NEWCONNECT,Non-energy minerals
Red Carpet Media Group SA,RCM,NEWCONNECT,Consumer services
Ruch Chorzow SA,RCW,NEWCONNECT,Consumer services
Read-Gene SA,RDG,NEWCONNECT,Health technology
Redan SA,RDN,GPW,Distribution services
Regnon S.A.,REG,GPW,Distribution services
Robs Group Logistic SA,RGL,NEWCONNECT,Producer manufacturing
Reinhold Europe AB Class B,RHD,GPW,Finance
Relpol S.A.,RLP,GPW,Electronic technology
Remak-Energomontaz Spolka Akcyjna,RMK,GPW,Industrial services
REINO CAPITAL S.A.,RNC,GPW,Finance
Render Cube S.A,RND,GPW,Technology services
Rank Progress S.A.,RNK,GPW,Finance
Private Rented Sector S.A.,RNT,NEWCONNECT,Health technology
Zaklady Magnezytowe Ropczyce S.A.,RPC,GPW,Process industries
RRH Group S.A.,RRH,NEWCONNECT,Commercial services
Red Square Games Spolka Akcyjna,RSG,NEWCONNECT,Technology services
REMOR SOLAR POLSKA SA,RSP,NEWCONNECT,Consumer non-durables
Road Studio S.A.,RST,NEWCONNECT,Technology services
Ryvu Therapeutics SA,RVU,GPW,Health technology
Rawlplug Spolka Akcyjna,RWL,GPW,Producer manufacturing
S4E S.A.,S4E,NEWCONNECT,Electronic technology
SoftBlue SA,SBE,NEWCONNECT,Technology services
Scope Fluidics SA,SCP,GPW,Health technology
Stem Cells Spin SA,SCS,NEWCONNECT,Health technology
Scanway Spolka Akcyjna,SCW,NEWCONNECT,Electronic technology
SDS Optic Spolka Akcyjna,SDS,NEWCONNECT,Electronic technology
SEDIVIO S.A.,SED,NEWCONNECT,Technology services
SEKO S.A.,SEK,GPW,Consumer non-durables
Selena FM S.A.,SEL,GPW,Process industries
Serinus Energy plc,SEN,GPW,Energy minerals
Sevenet S.A.,SEV,NEWCONNECT,Electronic technology
SFD SA,SFD,NEWCONNECT,Retail trade
Skoczowska Fabryka Kapeluszy Polkap SA,SFK,NEWCONNECT,Consumer non-durables
Sfinks Polska S.A.,SFS,GPW,Consumer services
Sygnity SA,SGN,GPW,Technology services
Soho Development SA,SHD,GPW,Miscellaneous
STARHEDGE S.A.,SHG,GPW,Industrial services
Shoper Spolka Akcyjna,SHO,GPW,Technology services
Sheepyard Spolka Akcyjna,SHY,NEWCONNECT,Technology services
SimFabric SA,SIM,GPW,Technology services
Solar Innovation Spolka Akcyjna,SIN,NEWCONNECT,Distribution services
Fabryka Farb i Lakierow Sniezka S.A.,SKA,GPW,Process industries
Skarbiec Holding S.A.,SKH,GPW,Finance
Skyline Investment S.A.,SKL,GPW,Finance
SAKANA S.A.,SKN,NEWCONNECT,Consumer services
Saule Technologies Spolka Akcyjna,SLT,NEWCONNECT,Electronic technology
Selvita SA,SLV,GPW,Health technology
Simteract SA,SMT,NEWCONNECT,Technology services
SYNERGA.fund SA,SNG,NEWCONNECT,Health technology
Sanok Rubber Company SA,SNK,GPW,Producer manufacturing
Sunway Network Spolka Akcyjna,SNN,NEWCONNECT,Technology services
Synektik SA,SNT,GPW,Health technology
Sanwil Holding S.A.,SNW,GPW,Consumer non-durables
Sunex SA,SNX,GPW,Producer manufacturing
Sonka S.A.,SOK,NEWCONNECT,Technology services
Sonel S.A.,SON,GPW,Electronic technology
Santander Bank Polska SA,SPL,GPW,Finance
SpyroSoft SA,SPR,GPW,Technology services
Starward Industries SA,STA,NEWCONNECT,Technology services
Standrew SA,STD,NEWCONNECT,Non-energy minerals
Stalprofil S.A.,STF,GPW,Distribution services
Stilo Energy S.A.,STI,NEWCONNECT,Distribution services
Stalprodukt S.A.,STP,GPW,Non-energy minerals
Satis GROUP Spolka Akcyjna,STS,GPW,Technology services
Stalexport Autostrady S.A.,STX,GPW,Industrial services
Suntech S.A.,SUN,NEWCONNECT,Technology services
SYNTHAVERSE Spolka Akcyjna,SVE,GPW,Health technology
"Silvair, Inc.",SVRS,GPW,Technology services
SECO/WARWICK S.A.,SWG,GPW,Producer manufacturing
Software Mansion SA Series A-E,SWM,NEWCONNECT,Technology services
Sygnis S.A.,SYG,NEWCONNECT,Consumer durables
SZAR S.A.,SZR,NEWCONNECT,Non-energy minerals
Tarczynski SA Class F,TAR,GPW,Distribution services
T-Bull SA,TBL,GPW,Technology services
Tech Robotics S.A.,TCR,NEWCONNECT,Technology services
Ten Square Games SA,TEN,GPW,Technology services
Triggo SA,TGG,NEWCONNECT,Consumer durables
True Games Syndicate SA,TGS,NEWCONNECT,Distribution services
Dust SA,THD,NEWCONNECT,Technology services
TenderHut SA,THG,GPW,Technology services
Przedsiebiorstwo Telekomunikacyjne Telgam S.A.,TLG,NEWCONNECT,Communications
Telesto SA,TLO,NEWCONNECT,Producer manufacturing
Telestrada S.A.,TLS,NEWCONNECT,Communications
Talex S.A.,TLX,GPW,Technology services
Termoexpert SA,TME,NEWCONNECT,Commercial services
Telemedycyna Polska S.A.,TMP,NEWCONNECT,Health services
T&T Proenergy Spolka Akcyjna,TNT,NEWCONNECT,Commercial services
TOYA S.A.,TOA,GPW,Consumer durables
TORPOL S.A.,TOR,GPW,Industrial services
TAMEX Obiekty Sportowe S.A.,TOS,NEWCONNECT,Industrial services
Tower Investments SA,TOW,GPW,Finance
TAURON Polska Energia S.A.,TPE,GPW,Utilities
Triton Development S.A.,TRI,GPW,Finance
Trakcja SA,TRK,GPW,Industrial services
TransPolonia S.A.,TRN,GPW,Transportation
Termo-Rex SA,TRR,GPW,Producer manufacturing
TREX Spolka Akcyjna,TRX,NEWCONNECT,Commercial services
TESGAS S.A.,TSG,GPW,Industrial services
Tax-Net SA,TXN,NEWCONNECT,Commercial services
Text S.A.,TXT,GPW,Technology services
Unified Factory SA,UFC,NEWCONNECT,Technology services
UF Games S.A,UFG,NEWCONNECT,Technology services
Ultimate Games SA,ULG,GPW,Technology services
ULMA Construccion Polska S.A.,ULM,GPW,Distribution services
Unfold.vc ASI Spolka Akcyjna,UNF,GPW,Finance
UNIBEP S.A.,UNI,GPW,Consumer durables
UNIMOT SA,UNT,GPW,Utilities
Universe S.A.,UNV,NEWCONNECT,Producer manufacturing
Urteste S.A.,URT,GPW,Health technology
Varsav Game Studios SA,VAR,NEWCONNECT,Technology services
ViDiS SA,VDS,NEWCONNECT,Distribution services
Vee SA,VEE,NEWCONNECT,Commercial services
MPL Verbum S.A.,VER,NEWCONNECT,Commercial services
VRFABRIC SA,VFA,NEWCONNECT,Technology services
VINCI GEN S.A.,VGN,NEWCONNECT,Finance
VIGO Photonics Spolka Akcyjna,VGO,GPW,Electronic technology
GPM Vindexus S.A.,VIN,GPW,Commercial services
Euroinvestment SA,VIV,NEWCONNECT,Health services
Vakomtek SA,VKT,NEWCONNECT,Electronic technology
VOOLT Spolka Akcyjna,VLT,NEWCONNECT,Electronic technology
V-MAX Spolka Akcyjna,VMX,NEWCONNECT,Producer manufacturing
Votum S.A.,VOT,GPW,Finance
Voxel S.A.,VOX,GPW,Health services
Verbicom SA,VRB,NEWCONNECT,Technology services
Vercom SA,VRC,GPW,Technology services
VR Factory Games S.A.,VRF,NEWCONNECT,Technology services
VRG S.A.,VRG,GPW,Consumer non-durables
Vistal Gdynia SA,VTL,GPW,Non-energy minerals
Vivid Games SA,VVD,GPW,Technology services
WASKO S.A.,WAS,GPW,Commercial services
W.G Partners SA,WGP,NEWCONNECT,Distribution services
Werth-Holz SA,WHH,NEWCONNECT,Non-energy minerals
WIKANA S.A.,WIK,GPW,Finance
Wildlands Interactive S.A.,WLI,NEWCONNECT,Technology services
Wielton S.A.,WLT,GPW,Producer manufacturing
Wodkan S.A.,WOD,NEWCONNECT,Utilities
Wirtualna Polska Holding SA,WPL,GPW,Commercial services
Woodpecker.co Spolka Akcyjna,WPR,GPW,Technology services
West Real Estate SA,WRE,NEWCONNECT,Finance
Wierzyciel S.A.,WRL,NEWCONNECT,Finance
Wittchen SA,WTN,GPW,Consumer non-durables
Wawel S.A.,WWL,GPW,Consumer non-durables
XBS PRO-LOG SA,XBS,NEWCONNECT,Commercial services
Mentzen Spolka Akcyjna,XDD,NEWCONNECT,Consumer services
XPLUS S.A.,XPL,GPW,Technology services
XTB Spolka Akcyjna,XTB,GPW,Finance
XTPL SA,XTP,GPW,Electronic technology
Neptis SA,YAN,GPW,Electronic technology
Yellow Boson S.A.,YBS,NEWCONNECT,Commercial services
BluGo S.A.,YOL,GPW,Commercial services
Yoshi Innovation Spolka Akcyjna,YOS,NEWCONNECT,Technology services
Yarrl S.A.,YRL,GPW,Technology services
YetiForce SA,YTF,NEWCONNECT,Technology services
Zabka Group,ZAB,GPW,Retail trade
Grupa Azoty Zaklady Azotowe Pulawy SA,ZAP,GPW,Process industries
Zeneris Projekty S.A.,ZEN,NEWCONNECT,Finance
ZE PAK SA,ZEP,GPW,Utilities
Zamet SA,ZMT,GPW,Producer manufacturing
ZREMB CHOJNICE S.A.,ZRE,GPW,Producer manufacturing
Zortrax SA,ZRX,NEWCONNECT,Health technology
ZUE S.A.,ZUE,GPW,Industrial services
Zaklady Urzadzen Kotlowych Staporkow S.A.,ZUK,GPW,Producer manufacturing
